id,region,product_id,sales,date
89962,West,146,266,2023-07-10
89963,Central,136,291,2023-08-05
89964,Central,222,402,2023-04-04
89965,Central,385,289,2023-03-06
89966,Central,197,93,2023-03-21
89967,North,405,110,2023-12-26
89968,West,181,348,2023-04-20
89969,West,288,215,2023-09-18
89970,Central,249,252,2023-12-19
89971,South,500,97,2023-05-20
89972,East,409,42,2023-02-01
89973,North,136,24,2023-11-06
89974,South,494,321,2023-09-15
89975,East,480,149,2023-06-04
89976,South,319,365,2023-07-28
89977,West,209,33,2023-12-01
89978,Central,335,257,2023-04-27
89979,West,480,308,2023-10-13
89980,Central,128,63,2023-04-26
89981,South,196,228,2023-05-24
89982,North,143,232,2023-01-15
89983,North,450,487,2023-02-26
89984,Central,181,217,2023-01-27
89985,Central,365,139,2023-04-23
89986,West,406,372,2023-08-23
89987,Central,295,227,2023-09-14
89988,North,191,465,2023-12-05
89989,East,305,316,2023-12-10
89990,East,113,320,2023-05-07
89991,East,305,412,2023-01-18
89992,Central,351,458,2023-12-01
89993,Central,174,134,2023-02-26
89994,South,468,28,2023-04-19
89995,North,203,304,2023-10-12
89996,South,105,103,2023-08-25
89997,East,205,388,2023-08-25
89998,East,301,18,2023-02-02
89999,South,313,228,2023-03-09
90000,South,456,23,2023-12-18
90001,South,345,269,2023-12-02
90002,East,348,329,2023-09-22
90003,West,304,112,2023-11-09
90004,South,432,180,2023-12-04
90005,North,237,30,2023-05-02
90006,North,283,72,2023-01-11
90007,North,254,238,2023-06-01
90008,South,209,270,2023-01-15
90009,South,357,311,2023-02-25
90010,South,465,118,2023-08-01
90011,Central,383,415,2023-02-17
90012,South,268,192,2023-09-21
90013,East,119,341,2023-03-04
90014,Central,183,383,2023-10-28
90015,South,402,337,2023-07-25
90016,East,352,496,2023-12-16
90017,West,217,120,2023-07-27
90018,North,480,445,2023-03-10
90019,South,319,224,2023-09-20
90020,North,331,167,2023-10-01
90021,Central,197,348,2023-12-03
90022,East,156,16,2023-05-26
90023,South,323,279,2023-12-27
90024,South,189,112,2023-04-15
90025,Central,173,17,2023-03-20
90026,North,199,248,2023-09-24
90027,West,106,370,2023-09-25
90028,West,393,458,2023-06-05
90029,South,425,138,2023-04-04
90030,East,257,341,2023-09-11
90031,Central,244,232,2023-10-28
90032,South,442,399,2023-03-28
90033,South,446,40,2023-01-07
90034,South,457,320,2023-06-11
90035,East,164,228,2023-07-19
90036,South,286,329,2023-11-11
90037,West,235,367,2023-11-25
90038,Central,249,61,2023-10-19
90039,North,156,312,2023-10-08
90040,North,185,220,2023-03-28
90041,North,105,331,2023-05-21
90042,South,284,344,2023-12-10
90043,North,330,337,2023-06-08
90044,South,432,491,2023-05-08
90045,South,436,453,2023-04-03
90046,North,308,266,2023-09-10
90047,West,352,202,2023-06-23
90048,West,452,494,2023-09-26
90049,Central,273,239,2023-11-17
90050,North,401,349,2023-11-02
90051,Central,142,204,2023-08-15
90052,South,310,366,2023-12-18
90053,South,344,463,2023-08-27
90054,Central,322,357,2023-01-16
90055,North,161,114,2023-09-24
90056,North,492,487,2023-02-09
90057,South,274,21,2023-11-14
90058,East,472,337,2023-12-28
90059,East,156,467,2023-09-19
90060,South,147,325,2023-05-27
90061,East,500,197,2023-09-11
90062,South,256,38,2023-09-09
90063,South,245,323,2023-04-11
90064,East,203,313,2023-09-24
90065,East,310,419,2023-07-15
90066,Central,238,470,2023-06-03
90067,West,386,133,2023-05-13
90068,Central,234,380,2023-10-11
90069,North,426,208,2023-05-14
90070,Central,473,451,2023-09-16
90071,East,483,458,2023-01-01
90072,East,339,437,2023-04-02
90073,North,349,255,2023-11-24
90074,North,178,457,2023-08-24
90075,Central,217,328,2023-03-26
90076,South,497,363,2023-03-05
90077,North,500,392,2023-02-11
90078,West,128,327,2023-11-18
90079,West,410,37,2023-09-05
90080,West,393,177,2023-04-13
90081,North,437,187,2023-10-03
90082,Central,225,362,2023-04-16
90083,South,103,138,2023-04-27
90084,North,215,471,2023-06-20
90085,East,483,187,2023-02-04
90086,Central,289,77,2023-12-13
90087,North,189,125,2023-09-14
90088,West,447,306,2023-03-08
90089,South,425,267,2023-10-01
90090,North,228,147,2023-06-24
90091,Central,429,182,2023-03-20
90092,South,436,322,2023-04-01
90093,West,268,15,2023-06-07
90094,Central,148,438,2023-12-02
90095,West,194,458,2023-03-17
90096,North,357,133,2023-01-13
90097,North,218,319,2023-10-09
90098,East,395,328,2023-07-11
90099,Central,394,147,2023-01-14
90100,North,138,26,2023-02-15
90101,West,203,19,2023-04-28
90102,West,461,266,2023-01-20
90103,West,427,303,2023-11-15
90104,North,107,177,2023-05-15
90105,East,369,133,2023-01-23
90106,South,143,340,2023-10-13
90107,West,304,16,2023-01-17
90108,North,466,258,2023-11-18
90109,East,490,55,2023-11-14
90110,North,296,157,2023-06-21
90111,South,247,364,2023-07-09
90112,East,353,314,2023-11-28
90113,West,476,113,2023-02-26
90114,East,211,440,2023-07-22
90115,South,467,450,2023-10-05
90116,North,390,190,2023-07-19
90117,North,160,162,2023-01-03
90118,Central,140,382,2023-06-15
90119,North,454,203,2023-07-02
90120,Central,459,102,2023-08-24
90121,North,341,389,2023-03-01
90122,Central,485,202,2023-01-21
90123,Central,388,123,2023-05-11
90124,East,328,380,2023-08-27
90125,West,369,220,2023-03-21
90126,North,259,94,2023-02-02
90127,North,131,489,2023-07-16
90128,East,470,123,2023-12-19
90129,East,356,307,2023-11-21
90130,West,188,73,2023-09-16
90131,Central,394,484,2023-06-12
90132,East,222,381,2023-03-26
90133,East,395,29,2023-10-15
90134,West,184,192,2023-05-20
90135,West,485,80,2023-10-09
90136,North,155,215,2023-10-23
90137,East,278,180,2023-11-07
90138,East,311,193,2023-07-14
90139,East,212,123,2023-03-02
90140,South,233,51,2023-10-14
90141,West,198,189,2023-06-28
90142,East,387,435,2023-12-10
90143,West,237,225,2023-06-14
90144,North,411,153,2023-08-01
90145,Central,468,148,2023-05-19
90146,East,404,110,2023-09-07
90147,North,375,262,2023-01-05
90148,East,143,475,2023-02-25
90149,West,250,393,2023-09-14
90150,East,321,388,2023-09-05
90151,North,295,200,2023-11-28
90152,South,193,318,2023-05-27
90153,Central,249,102,2023-03-16
90154,North,148,339,2023-01-15
90155,North,125,93,2023-04-15
90156,South,345,136,2023-03-15
90157,East,212,304,2023-08-06
90158,West,119,13,2023-12-22
90159,North,308,355,2023-06-26
90160,North,263,225,2023-10-05
90161,South,265,351,2023-10-04
90162,South,290,362,2023-04-15
90163,East,318,274,2023-07-05
90164,East,490,38,2023-10-13
90165,North,125,63,2023-07-18
90166,East,452,346,2023-04-05
90167,East,267,307,2023-12-15
90168,West,371,37,2023-04-09
90169,South,195,101,2023-06-13
90170,East,232,228,2023-09-06
90171,South,227,285,2023-03-25
90172,South,201,378,2023-12-21
90173,West,261,58,2023-10-12
90174,South,235,475,2023-07-26
90175,North,468,287,2023-06-16
90176,North,190,104,2023-03-10
90177,West,436,380,2023-03-06
90178,West,375,186,2023-03-03
90179,East,425,252,2023-12-22
90180,Central,458,445,2023-02-21
90181,North,330,76,2023-03-08
90182,East,395,451,2023-04-10
90183,East,259,206,2023-11-11
90184,East,229,460,2023-07-26
90185,West,246,225,2023-05-20
90186,West,115,472,2023-07-03
90187,Central,113,327,2023-12-24
90188,North,180,104,2023-04-23
90189,Central,198,61,2023-09-28
90190,East,185,396,2023-02-21
90191,East,400,445,2023-03-20
90192,Central,376,454,2023-04-06
90193,North,329,262,2023-07-04
90194,South,264,440,2023-07-03
90195,North,195,445,2023-07-27
90196,Central,355,195,2023-06-07
90197,South,264,385,2023-03-14
90198,North,349,31,2023-12-02
90199,South,325,359,2023-09-08
90200,North,148,112,2023-03-08
90201,West,263,474,2023-12-21
90202,Central,148,120,2023-08-18
90203,South,398,28,2023-04-12
90204,West,266,53,2023-05-18
90205,South,421,468,2023-12-18
90206,South,174,469,2023-03-03
90207,East,492,62,2023-05-15
90208,Central,359,423,2023-12-20
90209,Central,294,499,2023-04-04
90210,East,276,377,2023-10-01
90211,South,401,248,2023-10-09
90212,South,299,413,2023-09-28
90213,North,349,94,2023-06-10
90214,Central,221,85,2023-07-24
90215,East,154,84,2023-03-27
90216,North,126,339,2023-08-01
90217,North,287,17,2023-01-21
90218,Central,157,234,2023-04-24
90219,East,194,466,2023-01-18
90220,East,454,377,2023-11-08
90221,South,499,443,2023-07-03
90222,South,169,402,2023-12-13
90223,North,422,299,2023-06-28
90224,North,107,177,2023-05-06
90225,South,230,100,2023-01-11
90226,South,127,190,2023-11-13
90227,East,103,389,2023-07-19
90228,North,452,39,2023-02-17
90229,East,405,312,2023-11-08
90230,South,400,66,2023-11-19
90231,West,436,488,2023-04-10
90232,North,433,131,2023-07-15
90233,East,321,151,2023-12-14
90234,Central,344,471,2023-11-19
90235,Central,286,255,2023-09-23
90236,East,280,451,2023-10-15
90237,West,118,468,2023-07-10
90238,West,142,393,2023-09-03
90239,South,487,490,2023-01-05
90240,East,348,355,2023-03-13
90241,North,398,40,2023-03-11
90242,East,129,358,2023-10-17
90243,North,216,312,2023-02-28
90244,East,109,273,2023-10-21
90245,North,413,436,2023-11-07
90246,East,113,417,2023-01-08
90247,North,255,60,2023-03-22
90248,Central,178,32,2023-05-10
90249,South,306,218,2023-01-11
90250,North,131,421,2023-09-13
90251,South,164,307,2023-11-27
90252,North,462,12,2023-05-27
90253,East,378,422,2023-03-10
90254,East,279,383,2023-08-10
90255,Central,261,318,2023-03-24
90256,East,154,442,2023-03-21
90257,West,336,401,2023-09-13
90258,North,431,263,2023-08-08
90259,South,197,366,2023-09-08
90260,North,403,155,2023-01-24
90261,North,363,312,2023-07-16
90262,South,213,118,2023-09-11
90263,Central,471,180,2023-06-09
90264,West,475,48,2023-05-16
90265,West,294,158,2023-07-11
90266,East,220,429,2023-12-23
90267,Central,474,103,2023-02-25
90268,North,278,83,2023-12-08
90269,South,305,314,2023-06-05
90270,South,338,208,2023-08-24
90271,West,474,500,2023-09-16
90272,West,289,405,2023-10-16
90273,North,419,248,2023-12-10
90274,East,317,305,2023-12-05
90275,North,424,45,2023-05-08
90276,North,441,191,2023-08-22
90277,North,423,408,2023-09-25
90278,West,138,135,2023-12-02
90279,North,194,153,2023-10-21
90280,Central,158,372,2023-08-23
90281,South,374,217,2023-06-21
90282,West,358,450,2023-06-24
90283,East,479,304,2023-08-12
90284,North,438,37,2023-02-24
90285,South,158,78,2023-06-22
90286,South,456,441,2023-01-15
90287,West,160,83,2023-12-08
90288,South,487,400,2023-02-12
90289,West,233,442,2023-08-05
90290,West,325,274,2023-12-01
90291,East,407,377,2023-11-23
90292,Central,378,291,2023-06-21
90293,East,335,18,2023-04-25
90294,Central,386,489,2023-05-07
90295,Central,155,192,2023-06-14
90296,West,153,270,2023-01-21
90297,West,463,479,2023-07-15
90298,North,254,87,2023-11-07
90299,Central,411,310,2023-05-09
90300,South,419,460,2023-11-01
90301,East,187,498,2023-11-01
90302,West,403,205,2023-04-19
90303,East,425,484,2023-10-18
90304,South,495,272,2023-12-23
90305,Central,377,465,2023-11-20
90306,East,209,304,2023-07-10
90307,North,169,86,2023-12-10
90308,West,384,250,2023-12-21
90309,North,316,386,2023-01-08
90310,West,444,391,2023-06-03
90311,Central,257,163,2023-05-06
90312,North,184,78,2023-12-13
90313,East,253,169,2023-01-06
90314,East,137,451,2023-04-11
90315,South,169,167,2023-06-07
90316,North,165,464,2023-06-07
90317,Central,414,355,2023-03-26
90318,Central,415,151,2023-06-27
90319,West,161,467,2023-07-17
90320,North,344,77,2023-06-14
90321,South,385,217,2023-05-11
90322,East,491,181,2023-09-18
90323,South,244,47,2023-11-01
90324,Central,121,374,2023-11-09
90325,East,275,304,2023-03-22
90326,West,154,152,2023-06-04
90327,East,497,339,2023-01-24
90328,East,355,226,2023-01-25
90329,North,459,404,2023-07-25
90330,East,326,422,2023-12-23
90331,North,460,58,2023-08-10
90332,Central,471,361,2023-01-12
90333,South,304,73,2023-10-16
90334,West,369,32,2023-11-03
90335,North,457,170,2023-05-17
90336,North,203,32,2023-06-15
90337,East,284,420,2023-08-10
90338,East,351,370,2023-05-09
90339,West,408,68,2023-06-09
90340,Central,177,352,2023-03-15
90341,North,165,72,2023-05-26
90342,West,119,240,2023-12-13
90343,East,429,151,2023-07-11
90344,South,126,141,2023-08-18
90345,South,417,22,2023-07-13
90346,West,181,230,2023-12-18
90347,North,107,386,2023-05-18
90348,West,451,27,2023-04-08
90349,East,244,374,2023-06-13
90350,West,350,409,2023-09-01
90351,North,173,297,2023-04-19
90352,East,185,482,2023-02-16
90353,Central,185,23,2023-06-13
90354,North,271,388,2023-02-10
90355,South,143,143,2023-11-06
90356,Central,327,392,2023-04-05
90357,Central,496,468,2023-01-23
90358,North,464,331,2023-08-20
90359,Central,446,428,2023-08-14
90360,Central,285,429,2023-06-01
90361,Central,243,14,2023-05-18
90362,South,254,348,2023-04-28
90363,South,404,353,2023-05-06
90364,West,336,212,2023-10-14
90365,Central,186,319,2023-03-13
90366,East,220,434,2023-06-18
90367,West,196,44,2023-07-19
90368,West,274,218,2023-05-03
90369,Central,252,419,2023-11-28
90370,Central,191,232,2023-10-10
90371,West,123,410,2023-10-08
90372,South,392,16,2023-01-08
90373,West,496,463,2023-10-09
90374,South,171,38,2023-06-24
90375,West,331,452,2023-07-03
90376,Central,472,192,2023-08-05
90377,Central,170,334,2023-09-17
90378,North,122,478,2023-06-20
90379,West,138,231,2023-01-10
90380,North,351,81,2023-03-20
90381,East,432,381,2023-06-15
90382,North,426,376,2023-09-01
90383,West,210,173,2023-05-09
90384,Central,369,416,2023-09-08
90385,North,108,255,2023-01-18
90386,East,320,12,2023-04-16
90387,South,395,98,2023-06-10
90388,East,448,257,2023-07-20
90389,North,356,465,2023-05-05
90390,Central,347,120,2023-05-04
90391,Central,498,338,2023-04-09
90392,Central,400,195,2023-05-22
90393,East,178,320,2023-12-22
90394,Central,154,403,2023-03-13
90395,North,279,317,2023-07-20
90396,East,466,200,2023-01-25
90397,Central,300,56,2023-07-23
90398,Central,379,434,2023-03-14
90399,South,232,32,2023-05-08
90400,West,493,146,2023-05-09
90401,East,498,404,2023-12-27
90402,West,496,222,2023-02-16
90403,North,388,204,2023-07-04
90404,East,259,332,2023-07-23
90405,South,388,115,2023-01-06
90406,South,247,177,2023-07-09
90407,North,367,462,2023-04-26
90408,South,309,290,2023-10-02
90409,South,246,463,2023-02-11
90410,South,479,497,2023-12-07
90411,Central,111,452,2023-04-10
90412,West,145,500,2023-10-25
90413,Central,145,24,2023-12-11
90414,East,480,66,2023-01-19
90415,East,262,84,2023-12-27
90416,North,103,495,2023-11-18
90417,West,190,35,2023-05-18
90418,East,312,20,2023-06-27
90419,South,465,18,2023-01-01
90420,North,253,26,2023-04-05
90421,East,443,231,2023-01-12
90422,West,249,186,2023-11-27
90423,East,309,354,2023-08-28
90424,West,177,435,2023-08-01
90425,West,453,473,2023-05-14
90426,Central,143,431,2023-05-21
90427,West,201,496,2023-11-18
90428,West,428,280,2023-12-09
90429,South,308,12,2023-01-09
90430,Central,308,259,2023-09-25
90431,East,459,228,2023-01-09
90432,East,425,206,2023-07-02
90433,North,329,437,2023-08-03
90434,North,417,372,2023-08-01
90435,Central,172,14,2023-07-19
90436,Central,124,379,2023-11-17
90437,West,178,295,2023-09-01
90438,North,151,404,2023-09-15
90439,East,131,387,2023-04-12
90440,East,196,208,2023-01-10
90441,Central,196,26,2023-01-09
90442,North,277,34,2023-08-13
90443,West,461,438,2023-02-28
90444,North,140,139,2023-01-02
90445,West,395,127,2023-05-22
90446,Central,216,416,2023-07-03
90447,East,444,256,2023-07-09
90448,North,383,107,2023-12-15
90449,North,215,133,2023-02-21
90450,North,315,293,2023-09-22
90451,South,468,461,2023-09-06
90452,North,333,246,2023-06-12
90453,East,421,381,2023-10-01
90454,West,419,184,2023-02-07
90455,Central,468,146,2023-09-25
90456,Central,288,145,2023-05-14
90457,South,462,409,2023-04-16
90458,West,112,451,2023-12-16
90459,East,405,454,2023-02-25
90460,East,235,429,2023-07-09
90461,Central,381,408,2023-10-20
90462,South,120,223,2023-02-03
90463,North,210,16,2023-12-04
90464,East,289,123,2023-11-20
90465,South,341,270,2023-03-01
90466,North,224,68,2023-10-27
90467,Central,356,447,2023-10-24
90468,North,188,236,2023-01-19
90469,South,168,377,2023-11-08
90470,West,221,129,2023-08-12
90471,Central,113,142,2023-05-10
90472,Central,458,353,2023-05-16
90473,North,226,158,2023-06-17
90474,East,223,468,2023-05-05
90475,South,311,222,2023-02-01
90476,East,260,220,2023-10-27
90477,South,331,96,2023-11-01
90478,North,126,228,2023-09-26
90479,Central,475,276,2023-12-16
90480,East,248,51,2023-09-09
90481,East,106,79,2023-03-21
90482,West,182,186,2023-03-23
90483,North,324,140,2023-02-04
90484,North,373,189,2023-07-20
90485,Central,162,51,2023-04-10
90486,West,295,256,2023-04-28
90487,East,496,390,2023-01-21
90488,North,161,281,2023-07-09
90489,North,198,340,2023-12-07
90490,North,262,97,2023-07-07
90491,South,332,77,2023-09-24
90492,North,196,481,2023-09-12
90493,West,107,354,2023-02-14
90494,North,499,28,2023-08-20
90495,Central,112,475,2023-12-20
90496,North,349,441,2023-01-06
90497,North,423,161,2023-06-01
90498,Central,377,202,2023-12-01
90499,West,487,470,2023-11-10
90500,West,267,139,2023-05-24
90501,Central,285,38,2023-03-03
90502,North,331,338,2023-07-05
90503,Central,245,399,2023-02-19
90504,East,471,27,2023-01-19
90505,Central,114,23,2023-04-11
90506,Central,169,199,2023-04-03
90507,South,375,108,2023-01-01
90508,Central,189,107,2023-09-24
90509,West,385,335,2023-06-06
90510,East,418,143,2023-11-10
90511,West,236,230,2023-03-14
90512,Central,370,177,2023-10-24
90513,South,370,200,2023-07-05
90514,Central,402,470,2023-03-19
90515,North,370,14,2023-07-09
90516,North,174,140,2023-03-16
90517,Central,272,317,2023-06-26
90518,North,135,374,2023-08-27
90519,East,373,467,2023-12-27
90520,Central,224,325,2023-12-11
90521,Central,122,478,2023-03-20
90522,West,323,231,2023-10-10
90523,Central,126,118,2023-02-14
90524,South,220,104,2023-09-28
90525,West,320,382,2023-02-16
90526,West,124,226,2023-08-08
90527,North,180,37,2023-08-15
90528,West,136,432,2023-12-27
90529,North,305,20,2023-08-13
90530,Central,135,65,2023-03-09
90531,East,459,177,2023-10-19
90532,Central,103,171,2023-05-02
90533,North,203,434,2023-09-10
90534,Central,148,402,2023-01-18
90535,North,456,13,2023-01-25
90536,East,164,67,2023-06-23
90537,North,238,160,2023-12-12
90538,West,203,455,2023-10-03
90539,South,364,212,2023-08-26
90540,North,165,327,2023-09-22
90541,South,243,53,2023-07-12
90542,Central,162,233,2023-05-22
90543,Central,384,223,2023-06-14
90544,West,457,304,2023-09-22
90545,West,341,147,2023-07-11
90546,East,286,326,2023-12-17
90547,South,198,371,2023-12-16
90548,West,463,49,2023-01-24
90549,South,383,428,2023-04-06
90550,West,304,14,2023-03-14
90551,East,446,139,2023-02-26
90552,South,272,184,2023-02-14
90553,East,300,282,2023-02-06
90554,South,375,67,2023-02-08
90555,South,443,114,2023-06-16
90556,West,374,263,2023-01-07
90557,South,455,191,2023-03-15
90558,North,285,157,2023-01-07
90559,North,439,482,2023-07-20
90560,West,348,346,2023-11-22
90561,West,248,488,2023-07-23
90562,West,170,29,2023-02-04
90563,South,181,242,2023-03-19
90564,South,449,212,2023-02-05
90565,North,496,352,2023-07-04
90566,North,277,480,2023-06-25
90567,West,361,388,2023-06-25
90568,East,276,391,2023-11-16
90569,Central,208,98,2023-08-03
90570,East,319,314,2023-03-03
90571,Central,411,390,2023-01-13
90572,North,364,121,2023-07-15
90573,North,111,98,2023-03-08
90574,South,203,209,2023-11-18
90575,East,385,193,2023-09-19
90576,South,390,119,2023-08-03
90577,South,407,433,2023-12-18
90578,Central,288,263,2023-01-05
90579,East,153,87,2023-09-15
90580,Central,218,476,2023-12-07
90581,North,419,264,2023-10-22
90582,East,284,266,2023-07-19
90583,East,281,125,2023-04-08
90584,North,116,61,2023-05-15
90585,West,415,272,2023-04-25
90586,South,402,440,2023-11-02
90587,South,238,197,2023-11-13
90588,South,208,30,2023-04-15
90589,South,158,183,2023-04-12
90590,West,369,323,2023-11-27
90591,Central,384,275,2023-07-18
90592,North,454,76,2023-10-12
90593,Central,387,256,2023-04-25
90594,North,103,357,2023-10-02
90595,North,408,187,2023-09-27
90596,North,193,129,2023-01-14
90597,West,117,91,2023-05-02
90598,Central,264,239,2023-06-05
90599,North,279,398,2023-12-12
90600,East,188,286,2023-08-11
90601,South,317,450,2023-07-28
90602,Central,276,457,2023-06-25
90603,West,362,129,2023-07-26
90604,East,118,324,2023-11-10
90605,South,332,22,2023-04-12
90606,North,134,144,2023-06-08
90607,North,209,270,2023-02-08
90608,North,211,451,2023-12-10
90609,Central,103,18,2023-07-15
90610,East,100,404,2023-10-25
90611,North,301,375,2023-12-23
90612,North,399,487,2023-01-03
90613,West,353,443,2023-07-19
90614,North,245,208,2023-10-18
90615,South,459,29,2023-03-27
90616,East,432,161,2023-12-25
90617,East,443,19,2023-12-03
90618,East,115,69,2023-08-08
90619,South,424,184,2023-03-21
90620,East,118,281,2023-09-14
90621,Central,347,200,2023-08-09
90622,South,203,101,2023-01-20
90623,South,344,41,2023-12-16
90624,South,496,171,2023-04-21
90625,East,408,70,2023-02-02
90626,West,172,96,2023-11-24
90627,West,173,214,2023-06-09
90628,South,364,321,2023-12-08
90629,Central,388,96,2023-02-26
90630,West,150,10,2023-05-28
90631,Central,106,23,2023-08-19
90632,West,217,484,2023-02-09
90633,North,343,240,2023-05-16
90634,Central,297,316,2023-06-07
90635,West,470,428,2023-07-19
90636,East,119,440,2023-02-03
90637,North,378,334,2023-12-10
90638,Central,403,371,2023-02-25
90639,North,226,222,2023-11-01
90640,South,447,99,2023-11-15
90641,North,355,414,2023-10-20
90642,North,159,234,2023-05-25
90643,West,229,200,2023-06-11
90644,Central,379,217,2023-03-10
90645,South,166,23,2023-03-05
90646,Central,460,150,2023-04-27
90647,West,445,14,2023-08-08
90648,Central,302,447,2023-08-07
90649,North,333,440,2023-05-13
90650,West,242,19,2023-12-28
90651,Central,372,156,2023-07-03
90652,North,492,455,2023-02-03
90653,Central,286,379,2023-12-08
90654,East,271,419,2023-04-04
90655,West,209,89,2023-07-02
90656,Central,206,52,2023-09-16
90657,Central,485,219,2023-12-19
90658,Central,248,188,2023-03-20
90659,North,147,475,2023-02-26
90660,North,337,286,2023-11-18
90661,South,237,106,2023-09-12
90662,Central,415,143,2023-02-04
90663,Central,442,139,2023-01-23
90664,East,201,410,2023-05-12
90665,West,259,77,2023-12-25
90666,North,294,470,2023-04-18
90667,North,459,49,2023-10-14
90668,South,480,365,2023-02-09
90669,North,422,56,2023-01-03
90670,North,318,193,2023-03-07
90671,South,352,200,2023-12-17
90672,South,173,71,2023-08-22
90673,North,151,156,2023-08-23
90674,Central,193,69,2023-07-23
90675,North,144,163,2023-05-09
90676,Central,263,411,2023-05-18
90677,East,106,42,2023-11-05
90678,North,215,308,2023-05-18
90679,South,194,361,2023-05-07
90680,West,233,187,2023-06-17
90681,East,220,461,2023-08-17
90682,South,179,87,2023-12-15
90683,West,443,56,2023-10-02
90684,South,309,312,2023-09-17
90685,North,416,321,2023-10-20
90686,North,482,154,2023-04-08
90687,South,283,436,2023-03-20
90688,East,379,183,2023-11-25
90689,Central,176,191,2023-02-26
90690,Central,244,472,2023-04-06
90691,North,105,431,2023-09-01
90692,Central,420,385,2023-06-12
90693,East,115,377,2023-08-05
90694,South,174,288,2023-11-26
90695,South,391,282,2023-11-09
90696,South,139,334,2023-01-23
90697,Central,279,93,2023-06-07
90698,South,398,18,2023-01-22
90699,West,197,73,2023-03-07
90700,East,420,11,2023-07-19
90701,Central,222,265,2023-06-19
90702,East,105,471,2023-03-07
90703,East,384,489,2023-11-18
90704,East,233,424,2023-02-10
90705,North,248,260,2023-06-05
90706,South,459,381,2023-12-20
90707,South,291,346,2023-07-11
90708,West,181,267,2023-04-03
90709,East,239,476,2023-07-24
90710,South,270,301,2023-01-03
90711,North,162,193,2023-07-07
90712,Central,417,333,2023-12-13
90713,East,246,103,2023-07-20
90714,South,409,134,2023-09-12
90715,West,446,454,2023-06-21
90716,East,341,149,2023-12-08
90717,North,100,121,2023-04-18
90718,North,204,244,2023-03-26
90719,Central,409,376,2023-06-23
90720,West,287,332,2023-07-15
90721,Central,470,285,2023-11-05
90722,South,487,489,2023-04-05
90723,North,445,482,2023-01-19
90724,West,203,277,2023-12-03
90725,North,417,144,2023-03-12
90726,West,430,171,2023-07-17
90727,North,130,465,2023-03-07
90728,West,159,424,2023-12-11
90729,North,445,166,2023-12-05
90730,Central,473,97,2023-08-06
90731,East,490,145,2023-12-17
90732,Central,237,378,2023-04-15
90733,South,453,110,2023-04-17
90734,North,204,391,2023-10-18
90735,North,191,146,2023-09-24
90736,West,251,44,2023-01-05
90737,South,433,86,2023-08-25
90738,North,140,386,2023-11-09
90739,East,479,332,2023-11-05
90740,East,101,456,2023-03-07
90741,West,131,457,2023-08-12
90742,West,317,352,2023-12-03
90743,East,498,368,2023-07-12
90744,South,104,279,2023-11-03
90745,Central,425,326,2023-06-27
90746,West,156,159,2023-01-06
90747,North,494,231,2023-11-25
90748,East,224,394,2023-10-08
90749,West,176,198,2023-11-10
90750,South,446,271,2023-10-09
90751,East,324,258,2023-04-12
90752,South,230,383,2023-01-04
90753,Central,235,468,2023-07-05
90754,West,213,389,2023-03-14
90755,East,499,249,2023-04-07
90756,South,391,359,2023-10-11
90757,Central,191,288,2023-10-22
90758,East,185,337,2023-11-28
90759,North,408,69,2023-07-17
90760,West,308,200,2023-12-19
90761,East,277,170,2023-11-11
90762,South,227,475,2023-12-25
90763,East,379,10,2023-11-26
90764,South,233,379,2023-04-08
90765,Central,276,345,2023-11-04
90766,South,436,424,2023-12-12
90767,East,272,94,2023-12-12
90768,Central,411,28,2023-04-23
90769,Central,109,481,2023-05-14
90770,South,489,216,2023-01-03
90771,South,262,362,2023-01-08
90772,East,134,287,2023-09-20
90773,East,329,250,2023-07-04
90774,West,260,198,2023-03-26
90775,West,453,236,2023-11-03
90776,North,239,221,2023-04-18
90777,West,127,71,2023-04-19
90778,East,235,273,2023-06-02
90779,West,142,193,2023-05-21
90780,Central,293,337,2023-04-05
90781,West,151,308,2023-12-18
90782,North,396,137,2023-01-23
90783,East,235,51,2023-12-19
90784,Central,117,215,2023-02-06
90785,South,258,258,2023-02-13
90786,Central,390,235,2023-04-27
90787,East,307,68,2023-03-10
90788,Central,391,173,2023-05-18
90789,Central,290,134,2023-02-26
90790,West,349,94,2023-02-24
90791,East,245,423,2023-06-02
90792,East,308,273,2023-11-26
90793,Central,229,342,2023-01-07
90794,North,142,312,2023-02-10
90795,North,207,168,2023-10-10
90796,North,330,360,2023-07-24
90797,North,345,100,2023-06-02
90798,Central,430,120,2023-02-20
90799,East,307,423,2023-05-28
90800,East,423,28,2023-07-22
90801,West,185,348,2023-08-24
90802,North,146,433,2023-01-27
90803,West,306,276,2023-09-14
90804,South,160,155,2023-09-27
90805,North,316,104,2023-03-15
90806,Central,230,376,2023-08-06
90807,Central,138,326,2023-03-17
90808,North,283,10,2023-02-05
90809,East,480,25,2023-10-23
90810,East,224,155,2023-02-03
90811,South,275,467,2023-09-07
90812,East,240,407,2023-08-23
90813,West,266,199,2023-03-07
90814,West,336,384,2023-12-16
90815,South,270,390,2023-08-28
90816,North,252,103,2023-06-18
90817,South,400,73,2023-08-20
90818,East,342,206,2023-01-25
90819,East,454,403,2023-08-09
90820,South,360,195,2023-11-13
90821,South,161,148,2023-09-14
90822,Central,268,154,2023-07-10
90823,North,413,213,2023-03-02
90824,South,199,240,2023-09-24
